USER_ID;TRACK_ID;NAME;ARTIST;Acousticness;Danceability;Duration_Ms;Energy;Instrumentalness;Key;Liveness;Loudness;Mode;Speechiness;Tempo;Time_Signature;Valence;Like
No_Autorization;3GnfwdEmPkhx4G45NSqNvc;Люби меня люби;Otpetye Moshenniki;0,00156;0,595;242960;0,766;0;0;0,107;-9,974;1;0,0424;96,966;4;0,553;0
No_Autorization;0OuT3A7qp9tL5HxXQ1n2j7;Tvoi glaza;LOBODA;0,0262;0,698;233546;0,76;0;11;0,202;-5,585;0;0,0458;122,04;4;0,558;0
No_Autorization;5lI3xlEVMcNWwG2Tls7apX;Музыка нас связала;Mirage;0,569;0,667;268627;0,782;0,000148;4;0,231;-7,386;0;0,0262;131,918;4;0,795;0
No_Autorization;5CvLUC1jexCEMrwre7YuJn;Другая причина;Nepara;0,0393;0,871;248893;0,805;0;4;0,203;-4,912;0;0,0293;121,031;4;0,904;0
No_Autorization;0VqrNEuIp2is3yQajAt8td;Девочка моя синеглазая;Евгений Белоусов;0,00166;0,581;373920;0,723;0,0655;5;0,0444;-9,164;0;0,0327;120,01;4;0,883;0
No_Autorization;2Rd2V7Jm5VKWhUkj9rVjJh;Полюби меня пьяную;Mari Kraimbrery;0,0231;0,66;184667;0,667;0;1;0,128;-5,642;0;0,0579;135,116;4;0,482;0
No_Autorization;0bDt4Z4JrQ1xbcive1OHjQ;Просто любить тебя;Kristina Orbakaitė;0,0637;0,739;222877;0,855;0;5;0,122;-7,629;1;0,0507;135,963;4;0,862;0
No_Autorization;77rLrqyNus4BVh3vKTIH7g;Это всё она;Sergey Lazarev;0,0437;0,645;225734;0,968;3,03E-05;8;0,0651;-2,46;0;0,0441;121,982;4;0,92;0
No_Autorization;69saCy7ce2RBTAINvr6aAf;Тук, тук, тук;Verka Serduchka;0,145;0,834;227109;0,868;0;0;0,0297;-6,348;0;0,0685;130;4;0,961;0
No_Autorization;1jpKfJ09xJor57eBI58hqz;Капли абсента;Irakli;0,0108;0,783;230813;0,967;0;6;0,0622;-6,532;1;0,0398;122,985;4;0,961;0
No_Autorization;5dAIFoH27Ekt5xpM4II975;Студент;Ruki Vverh!;0,0112;0,703;231360;0,826;0,036;0;0,07;-15,229;1;0,0461;135,83;4;0,91;0
No_Autorization;2Kyj3LqftNTZcR0RRpFlzd;Почему?;Potap & Nastya;0,0511;0,647;216453;0,854;0,000697;3;0,168;-4,229;0;0,0526;169,993;4;0,386;0
No_Autorization;076kDz2eEpYpKfi6Fzn621;Желтые тюльпаны;Natasha Korolyova;0,576;0,865;288485;0,625;0;0;0,119;-8,194;0;0,0319;124,356;4;0,882;0
No_Autorization;70CAm4XaYRW7EVpUQJehD6;Я за тебя умру;Philipp Kirkorov;0,198;0,672;209560;0,962;5,51E-06;9;0,158;-3,694;0;0,033;124,004;4;0,894;0
No_Autorization;6kUXV4X1VXqg5TfjZv6Vpj;Солнце;Елена Терлеева;0,234;0,728;212062;0,946;0,000136;0;0,087;-6,625;0;0,0342;130,006;4;0,969;0
No_Autorization;2ySAedb0gThzx1ltAcRoMz;Потому что не было тебя;REFLEX;0,0875;0,746;264013;0,936;2,8E-05;0;0,267;-6,611;0;0,0362;137,977;4;0,672;0
No_Autorization;0resxGNOzuSkbbfWhsZjYW;Малыш;Данко;0,06;0,766;252369;0,694;0,00139;2;0,0654;-8,372;0;0,0249;109,057;4;0,963;0
No_Autorization;1hL0v61KikivoutvDeye90;Ласковая моя;Chay Vdvoyom;0,238;0,803;239973;0,934;2,77E-05;2;0,392;-6,537;0;0,0412;121,097;4;0,81;0
