USER_ID;TRACK_ID;NAME;ARTIST;Acousticness;Danceability;Duration_Ms;Energy;Instrumentalness;Key;Liveness;Loudness;Mode;Speechiness;Tempo;Time_Signature;Valence;Like
No_Autorization;31ZHADyvTbyRgQVw1u2SSW;Fugitive Ritual, Selah;Immanuel Wilkins;0,868;0,532;347912;0,105;0,392;1;0,0976;-16,424;1;0,0379;141,875;5;0,341;0
No_Autorization;71ub8FJO1gg3OmLfBdrl53;maybe as his skies are wide;Brad Mehldau;0,621;0,587;223078;0,498;0,549;4;0,0988;-12,619;1;0,0414;163,307;4;0,261;0
No_Autorization;3Mz0SfeYjQUa0MytP49hef;Prayer 4 Peace;Emile Parisien;0,878;0,0938;350293;0,306;0,915;2;0,0844;-15,464;1;0,0404;56,063;4;0,0378;0
No_Autorization;7JI4thi0ETxiNzVPlBAZXg;Deep Dive Down;Black Flower;0,578;0,46;447053;0,593;0,938;2;0,121;-13,193;1;0,0457;115,073;3;0,447;0
No_Autorization;6kvg46WxVlk7ebhNEWlVuk;LDN;Alexander Flood;0,00382;0,644;448974;0,86;0,811;11;0,103;-7,671;0;0,045;114,956;4;0,146;0
No_Autorization;0GSc04FDZiOY7DVJ3Ya1z8;Existential Being;Elusive;0,214;0,501;158144;0,636;0,53;9;0,232;-8,705;1;0,0938;121,875;3;0,221;0
No_Autorization;4lAZgA07GReOs9Vf1rpcbl;All Roads Lead To Los Angeles;High Pulp;0,0266;0,389;282067;0,893;0,861;2;0,329;-7,272;1;0,0571;92,063;5;0,369;0
No_Autorization;5g0qIfCyEbc7o2ZjCai5v5;Levin's Lope - Karriem Riggins Remix;Nicholas Payton;0,0124;0,728;344720;0,435;0,384;10;0,119;-13,404;0;0,0415;107,03;4;0,546;0
No_Autorization;1BxPfQZt9nB1hNybeKQEuM;Gangster Rat;Mark Lockheart;0,00606;0,411;191960;0,706;0,729;11;0,149;-8,559;1;0,0832;159,088;4;0,56;0
No_Autorization;5E6UpGjpvQ29R8IasnIFeJ;Flesk;Smith Komma John;0,0483;0,312;339951;0,794;0,902;4;0,17;-7,276;0;0,0741;163,889;4;0,477;0
No_Autorization;1AqbCzDfgIsB8iF9rBUy0A;Push;Little North;0,945;0,441;437700;0,265;0,904;8;0,0934;-16,774;1;0,0342;103,993;4;0,0795;0
No_Autorization;29SjQRP3L3VhsYd8CKT0Lx;Portrommet;Maridalen;0,941;0,292;283880;0,167;0,9;10;0,208;-14,218;0;0,0289;91,271;4;0,253;0
No_Autorization;3XDxGpFtNeZiqbdNZatMqJ;Pathways;Alexander Flood;0,055;0,336;270883;0,817;0,849;7;0,293;-6,972;0;0,0725;114,925;4;0,118;0
No_Autorization;0VoDYNXHen64ORyizt6Ct5;Not for Now;corto.alto;0,66;0,542;324325;0,568;0,906;9;0,127;-9,935;0;0,0278;144,017;4;0,149;0
No_Autorization;22h4bg05XHk550N5HIEs35;Balm;Bill Laurance;0,646;0,506;261410;0,465;0,913;5;0,0877;-11,701;0;0,0311;110;4;0,167;0
No_Autorization;3ETSl39IjoLVTSzrOFj68M;Croydon Koma;Petter Eldh;0,0598;0,706;151721;0,64;0,666;1;0,0961;-7,981;1;0,113;97,374;4;0,522;0
No_Autorization;5CpLMTxOyxmOHFEKg1o3Fn;Morse Code;daniel hayn;0,039;0,655;184545;0,755;0,532;6;0,114;-10,729;0;0,0576;131,887;4;0,711;0
No_Autorization;7k8vWqQfzTumg74KhfvTGk;Gotta Go Fast;Blue Lab Beats;0,0624;0,704;230046;0,75;0,873;10;0,107;-5,599;0;0,0398;117,514;4;0,577;0
No_Autorization;78R0kfQEC2vEB2J6twyVoo;Yipee;Otis McDonald;0,0084;0,772;136421;0,687;0,591;7;0,127;-7,274;0;0,212;95,055;4;0,57;0
