USER_ID;TRACK_ID;NAME;ARTIST;Acousticness;Danceability;Duration_Ms;Energy;Instrumentalness;Key;Liveness;Loudness;Mode;Speechiness;Tempo;Time_Signature;Valence;Like
No_Autorization;3sX3OJHIRCkj0nWs6jEoG8;Зоопарк;Grazhdanskaya Oborona;0,072;0,461;183840;0,525;0,906;0;0,136;-14,477;1;0,0348;95,684;4;0,464;0
No_Autorization;1scqbAkj5hVAKbipvkmuVh;Это пройдёт;Pornofilmy;0,00367;0,504;236027;0,827;0;0;0,408;-3,823;0;0,206;165,192;4;0,723;0
No_Autorization;2kINfGsNFDhhCsHe7Nwr5B;Суперзвезда;НАИВ;5,88E-05;0,428;233893;0,85;0,000608;0;0,0564;-7,388;1;0,0377;166,991;4;0,477;0
No_Autorization;5OMUSa1Ns0HDoixPA2pCKN;Мёртвый анархист;Korol i Shut;0,0283;0,604;247707;0,948;0;9;0,415;-5,817;0;0,207;125,062;4;0,226;0
No_Autorization;7D1ZRbidVoDn0gvzWLcyoR;Ночь;F.P.G;0,0341;0,422;191307;0,825;0;0;0,12;-5,973;1;0,103;79,895;4;0,315;0
No_Autorization;0PzOUmuRASb3HPp5xEVpUy;Я смотрю на них;Tarakany!;0,000452;0,501;188773;0,883;1,05E-05;6;0,0283;-6,644;0;0,0311;97,599;4;0,779;0
No_Autorization;5K6kD5kXoS0HCYvHm5lZKW;Чёрное знамя;Elysium;0,0111;0,595;153148;0,986;0;5;0,184;-2,59;0;0,219;161,882;4;0,776;0
No_Autorization;248FF0ILYn7Yt15eEQHr9i;Ты настоящий лишь внутри;Distemper;0,0453;0,701;216555;0,942;0,000803;4;0,23;-5,277;0;0,0454;107,407;4;0,9;0
No_Autorization;7Bekk1NWjmv8y0q5FYBLqj;Труба (feat. Anacondaz);Кожаный Олень;0,0206;0,539;168252;0,796;0;0;0,156;-5,442;0;0,0802;158,418;4;0,88;0
No_Autorization;5OVfj0nJYhDWJzCKoH3X5J;Про панка;Yorsh;0,0223;0,434;249733;0,548;0,00114;11;0,104;-8,516;0;0,0326;143,209;4;0,858;0
No_Autorization;0ckYUOlwNlxOAtf4R6isAy;Всё как у людей;Grazhdanskaya Oborona;0,00757;0,247;419707;0,612;0,489;6;0,2;-8,255;1;0,046;120,67;4;0,207;0
No_Autorization;2Ru5zx9iCavSi3DdPsxWwh;Гулял;ПОРТ(812);0,000352;0,479;258100;0,953;9,92E-06;0;0,138;-2,667;1;0,0504;97,537;4;0,515;0
No_Autorization;5upMvAaZmwuNRnD1vQUwdE;Психбольной?;Дёргать!;0,000743;0,463;102253;0,92;5,17E-06;7;0,108;-4,062;1;0,0539;103,65;4;0,685;0
No_Autorization;650MBec6RmNNsDdCJEpLpU;Гимн панков;Krasnaya Plesen;0,0426;0,627;136307;0,884;0;2;0,0897;-3,474;1;0,108;172,02;4;0,695;0
No_Autorization;08Vrebw4jZWyNnt2D1rVk3;ликвидация;Оргазм Нострадамуса;0,00148;0,386;169533;0,876;0,872;4;0,159;-10,994;0;0,0578;159,269;4;0,384;0
